"comment_id","status_id","parent_id","sentence_number","sentence_id"
"10150267511198211_5057780","92886373210_10150267511228211",-1,0,122258
"10150267511198211_5057783","92886373210_10150267511228211",-1,0,90641
"10150267511198211_5057789","92886373210_10150267511228211",-1,0,133817
"10150267511198211_5057796","92886373210_10150267511228211",-1,0,158834
"10150267511198211_5057825","92886373210_10150267511228211",-1,0,43901
"10150267511198211_5057852","92886373210_10150267511228211",-1,0,19797
"10150267511198211_5057883","92886373210_10150267511228211",-1,0,42996
"10150267511198211_5057937","92886373210_10150267511228211",-1,0,82047
"10150267511198211_5057943","92886373210_10150267511228211",-1,0,42134
"10150267511198211_5057969","92886373210_10150267511228211",-1,0,120660
"10150267511198211_5058087","92886373210_10150267511228211",-1,0,39603
"10150267511198211_5058141","92886373210_10150267511228211",-1,0,172794
"10150267511198211_5058205","92886373210_10150267511228211",-1,0,15213
"10150267511198211_5058287","92886373210_10150267511228211",-1,0,125742
"10150267511198211_5058305","92886373210_10150267511228211",-1,0,60035
"10150267511198211_5058350","92886373210_10150267511228211",-1,0,166963
"10150267511198211_5058416","92886373210_10150267511228211",-1,0,106209
"10150267511198211_5058431","92886373210_10150267511228211",-1,0,76974
"10150267511198211_5058609","92886373210_10150267511228211",-1,0,173011
"10150267511198211_5058611","92886373210_10150267511228211",-1,0,131357
"10150267511198211_5058630","92886373210_10150267511228211",-1,0,57267
"10150267511198211_5058697","92886373210_10150267511228211",-1,0,42422
"10150267511198211_5058877","92886373210_10150267511228211",-1,0,125917
"10150267511198211_5059309","92886373210_10150267511228211",-1,0,60555
"10150267511198211_5059309","92886373210_10150267511228211",-1,1,172274
"10150267511198211_5059311","92886373210_10150267511228211",-1,0,142215
"10150267511198211_5059312","92886373210_10150267511228211",-1,0,44470
"10150267511198211_5059443","92886373210_10150267511228211",-1,0,43818
"10150267511198211_5059582","92886373210_10150267511228211",-1,0,111284
"10150267511198211_5059904","92886373210_10150267511228211",-1,0,84325
"10150267511198211_5060264","92886373210_10150267511228211",-1,0,50897
"10150267511198211_5060278","92886373210_10150267511228211",-1,1,122260
"10150267511198211_5061486","92886373210_10150267511228211",-1,0,65724
"10150267511198211_5062283","92886373210_10150267511228211",-1,0,77417
"10150267511198211_5062283","92886373210_10150267511228211",-1,1,157986
"10150267511198211_5064742","92886373210_10150267511228211",-1,0,69821
"10150267511198211_5071838","92886373210_10150267511228211",-1,0,73009
"10150267511198211_5082373","92886373210_10150267511228211",-1,0,35503
"10150267511198211_5082373","92886373210_10150267511228211",-1,1,12572
"10150267511198211_5082460","92886373210_10150267511228211",-1,0,133218
"10150267511198211_5082481","92886373210_10150267511228211",-1,0,122612
"10150267511198211_5082495","92886373210_10150267511228211",-1,0,77416
"10150267511198211_5082522","92886373210_10150267511228211",-1,0,55298
"10150267511198211_5082547","92886373210_10150267511228211",-1,0,22975
"10150267511198211_5082590","92886373210_10150267511228211",-1,0,52451
"10150267511198211_5082649","92886373210_10150267511228211",-1,0,55654
"10150267511198211_5082668","92886373210_10150267511228211",-1,0,159249
"10150267511198211_5082668","92886373210_10150267511228211",-1,1,87936
"10150267511198211_5082690","92886373210_10150267511228211",-1,0,155430
"10150267511198211_5082690","92886373210_10150267511228211",-1,0,158707
"10150267511198211_5082806","92886373210_10150267511228211",-1,0,166634
"10150267511198211_5082942","92886373210_10150267511228211",-1,0,63936
"10150267511198211_5083051","92886373210_10150267511228211",-1,0,11565
"10150267511198211_5083058","92886373210_10150267511228211",-1,0,131145
"10150267511198211_5083633","92886373210_10150267511228211",-1,1,36211
"10150267511198211_5084394","92886373210_10150267511228211",-1,0,82294
"10150267511198211_5084436","92886373210_10150267511228211",-1,0,69868
"10150267511198211_5084461","92886373210_10150267511228211",-1,0,79112
"10150267511198211_5084471","92886373210_10150267511228211",-1,0,170730
"10150267511198211_5084774","92886373210_10150267511228211",-1,0,69155
"10150267511198211_5088828","92886373210_10150267511228211",-1,0,103537
"10150267511198211_5089047","92886373210_10150267511228211",-1,0,11010
"10150267511198211_5089190","92886373210_10150267511228211",-1,0,81478
"10150267511198211_5089887","92886373210_10150267511228211",-1,0,110952
"10150276962763783_17792825","92886373210_10150276962763783",-1,0,29003
"10150276962763783_17792899","92886373210_10150276962763783",-1,0,89366
"10150276962763783_17792967","92886373210_10150276962763783",-1,0,157148
"10150276962763783_17792967","92886373210_10150276962763783",-1,1,112373
"10150276962763783_17793085","92886373210_10150276962763783",-1,0,96538
"10150276962763783_17793138","92886373210_10150276962763783",-1,0,69382
"10150276962763783_17793138","92886373210_10150276962763783",-1,1,109945
"10150276962763783_17793215","92886373210_10150276962763783",-1,0,134297
"10150276962763783_17793215","92886373210_10150276962763783",-1,1,44545
"10150276962763783_17793305","92886373210_10150276962763783",-1,0,119131
"10150276962763783_17793305","92886373210_10150276962763783",-1,1,46753
"10150276962763783_17793305","92886373210_10150276962763783",-1,2,171822
"10150276962763783_17793496","92886373210_10150276962763783",-1,0,154379
"10150276962763783_17793835","92886373210_10150276962763783",-1,0,19338
"10150276962763783_17793917","92886373210_10150276962763783",-1,0,93346
"10150276962763783_17793917","92886373210_10150276962763783",-1,1,156527
"10150276962763783_17794043","92886373210_10150276962763783",-1,0,19897
"10150276962763783_17794043","92886373210_10150276962763783",-1,1,160420
"10150276962763783_17794043","92886373210_10150276962763783",-1,2,37168
"10150276962763783_17794474","92886373210_10150276962763783",-1,0,55523
"10150276962763783_17794474","92886373210_10150276962763783",-1,1,149609
"10150276962763783_17794629","92886373210_10150276962763783",-1,0,168172
"10150276962763783_17794818","92886373210_10150276962763783",-1,0,9484
"10150276962763783_17795213","92886373210_10150276962763783",-1,0,31602
"10150276962763783_17796396","92886373210_10150276962763783",-1,0,82688
"10150276962763783_17807913","92886373210_10150276962763783",-1,0,23239
"10150276962763783_17807913","92886373210_10150276962763783",-1,1,127209
"10150276962763783_17808160","92886373210_10150276962763783",-1,0,61199
"10150276962763783_17829724","92886373210_10150276962763783",-1,0,114535
"10150276962763783_17840490","92886373210_10150276962763783",-1,0,174696
"10150276962763783_17840490","92886373210_10150276962763783",-1,1,171574
"10150276962763783_17840804","92886373210_10150276962763783",-1,0,11739
"10150276962763783_17840887","92886373210_10150276962763783",-1,0,46323
"10150276962763783_17842429","92886373210_10150276962763783",-1,0,31227
"10150276962763783_17842715","92886373210_10150276962763783",-1,0,158158
"10150276962763783_17842739","92886373210_10150276962763783",-1,0,101795
"10150276962763783_17877956","92886373210_10150276962763783",-1,0,156855
"10150276962763783_17877956","92886373210_10150276962763783",-1,1,81016
"10150276962763783_17877956","92886373210_10150276962763783",-1,2,108827
"10150276962763783_17878026","92886373210_10150276962763783",-1,0,18246
"10150276962763783_17878034","92886373210_10150276962763783",-1,0,109091
"10150276962763783_17879843","92886373210_10150276962763783",-1,0,50724
"10150276962763783_17882506","92886373210_10150276962763783",-1,0,93715
"10150276962763783_17883649","92886373210_10150276962763783",-1,0,70468
"10150276962763783_17886842","92886373210_10150276962763783",-1,0,163055
"10150276962763783_17886842","92886373210_10150276962763783",-1,1,70470
"10150284623363783_17982667","92886373210_10150284623363783",-1,0,45987
"10150284623363783_17982670","92886373210_10150284623363783",-1,0,148828
"10150284623363783_17982678","92886373210_10150284623363783",-1,0,134549
"10150284623363783_17982681","92886373210_10150284623363783",-1,0,24512
"10150284623363783_17982684","92886373210_10150284623363783",-1,0,46674
"10150284623363783_17982686","92886373210_10150284623363783",-1,0,103959
"10150284623363783_17982693","92886373210_10150284623363783",-1,0,107815
"10150284623363783_17982693","92886373210_10150284623363783",-1,1,87061
"10150284623363783_17982693","92886373210_10150284623363783",-1,2,79543
"10150284623363783_17982694","92886373210_10150284623363783",-1,0,158400
"10150284623363783_17982697","92886373210_10150284623363783",-1,0,14439
"10150284623363783_17982705","92886373210_10150284623363783",-1,0,61637
"10150284623363783_17982708","92886373210_10150284623363783",-1,0,133992
"10150284623363783_17982711","92886373210_10150284623363783",-1,0,103329
"10150284623363783_17982711","92886373210_10150284623363783",-1,1,109796
"10150284623363783_17982754","92886373210_10150284623363783",-1,0,147156
"10150284623363783_17982757","92886373210_10150284623363783",-1,0,72495
"10150284623363783_17982781","92886373210_10150284623363783",-1,0,123978
"10150284623363783_17982840","92886373210_10150284623363783",-1,0,47535
"10150284623363783_17982903","92886373210_10150284623363783",-1,1,94310
"10150284623363783_17982929","92886373210_10150284623363783",-1,0,118298
"10150284623363783_17983033","92886373210_10150284623363783",-1,0,149951
"10150284623363783_17983093","92886373210_10150284623363783",-1,0,112145
"10150284623363783_17983102","92886373210_10150284623363783",-1,0,92341
"10150284623363783_17983102","92886373210_10150284623363783",-1,1,118004
"10150284623363783_17983166","92886373210_10150284623363783",-1,0,164710
"10150284623363783_17983166","92886373210_10150284623363783",-1,1,164317
"10150284623363783_17983534","92886373210_10150284623363783",-1,0,89495
"10150284623363783_17983534","92886373210_10150284623363783",-1,1,157989
"10150284623363783_17983534","92886373210_10150284623363783",-1,2,56045
"10150284623363783_17983748","92886373210_10150284623363783",-1,0,42738
"10150284623363783_17983768","92886373210_10150284623363783",-1,0,114120
"10150284623363783_17983768","92886373210_10150284623363783",-1,1,54683
"10150284623363783_17983768","92886373210_10150284623363783",-1,2,57527
"10150284623363783_17983785","92886373210_10150284623363783",-1,0,19608
"10150284623363783_17983893","92886373210_10150284623363783",-1,0,50671
"10150284623363783_17984038","92886373210_10150284623363783",-1,0,147201
"10150284623363783_17984038","92886373210_10150284623363783",-1,1,36393
"10150284623363783_17985135","92886373210_10150284623363783",-1,0,121285
"10150284623363783_17985135","92886373210_10150284623363783",-1,1,57564
"10150284623363783_17985382","92886373210_10150284623363783",-1,0,82267
"10150284623363783_17993035","92886373210_10150284623363783",-1,0,155850
"10150284623363783_17993035","92886373210_10150284623363783",-1,1,16387
"10150284623363783_18003085","92886373210_10150284623363783",-1,0,48461
"10150284623363783_18012974","92886373210_10150284623363783",-1,0,80763
"10150284623363783_18012974","92886373210_10150284623363783",-1,0,104022
"10150284623363783_18012974","92886373210_10150284623363783",-1,0,153256
"10150284623363783_19008464","92886373210_10150284623363783",-1,0,33800
"10150284623363783_19008504","92886373210_10150284623363783",-1,0,149016
"10150284623363783_21174354","92886373210_10150284623363783",-1,0,38475
"10150284623363783_21174354","92886373210_10150284623363783",-1,1,108427
"10150308670113211_18787674","92886373210_10150308670113211",-1,1,161783
"10150308670113211_18787699","92886373210_10150308670113211",-1,0,161859
"10150308670113211_18787705","92886373210_10150308670113211",-1,0,122519
"10150308670113211_18787727","92886373210_10150308670113211",-1,0,84531
"10150308670113211_18787764","92886373210_10150308670113211",-1,0,146542
"10150308670113211_18787765","92886373210_10150308670113211",-1,0,24928
"10150308670113211_18787766","92886373210_10150308670113211",-1,0,32870
"10150308670113211_18787768","92886373210_10150308670113211",-1,0,161920
"10150308670113211_18787771","92886373210_10150308670113211",-1,0,89128
"10150308670113211_18787779","92886373210_10150308670113211",-1,0,87591
"10150308670113211_18787787","92886373210_10150308670113211",-1,1,32945
"10150308670113211_18787805","92886373210_10150308670113211",-1,0,56579
"10150308670113211_18787809","92886373210_10150308670113211",-1,0,96698
"10150308670113211_18787809","92886373210_10150308670113211",-1,1,149494
"10150308670113211_18787826","92886373210_10150308670113211",-1,0,15425
"10150308670113211_18787867","92886373210_10150308670113211",-1,0,102556
"10150308670113211_18787867","92886373210_10150308670113211",-1,2,103004
"10150308670113211_18787878","92886373210_10150308670113211",-1,0,162288
"10150308670113211_18787881","92886373210_10150308670113211",-1,0,67341
"10150308670113211_18787890","92886373210_10150308670113211",-1,0,33358
"10150308670113211_18787897","92886373210_10150308670113211",-1,0,51109
"10150308670113211_18787898","92886373210_10150308670113211",-1,0,63987
"10150308670113211_18787917","92886373210_10150308670113211",-1,0,26615
"10150308670113211_18787974","92886373210_10150308670113211",-1,0,74758
"10150308670113211_18787974","92886373210_10150308670113211",-1,1,27853
"10150308670113211_18787980","92886373210_10150308670113211",-1,0,148817
"10150308670113211_18787982","92886373210_10150308670113211",-1,0,103703
"10150308670113211_18788017","92886373210_10150308670113211",-1,0,12278
"10150308670113211_18788047","92886373210_10150308670113211",-1,0,142323
"10150308670113211_18788064","92886373210_10150308670113211",-1,0,65118
"10150308670113211_18788086","92886373210_10150308670113211",-1,0,125313
"10150308670113211_18788138","92886373210_10150308670113211",-1,0,84823
"10150308670113211_18788412","92886373210_10150308670113211",-1,0,121613
"10150308670113211_18788412","92886373210_10150308670113211",-1,1,152924
"10150308670113211_18788449","92886373210_10150308670113211",-1,0,171222
"10150308670113211_18788470","92886373210_10150308670113211",-1,0,149096
"10150308670113211_18788487","92886373210_10150308670113211",-1,0,153196
"10150308670113211_18788487","92886373210_10150308670113211",-1,1,19660
"10150308670113211_18788487","92886373210_10150308670113211",-1,2,81490
"10150308670113211_18788571","92886373210_10150308670113211",-1,0,85998
"10150308670113211_18788750","92886373210_10150308670113211",-1,0,10421
"10150308670113211_18788893","92886373210_10150308670113211",-1,0,67472
"10150308670113211_18789065","92886373210_10150308670113211",-1,0,121479
"10150308670113211_18789312","92886373210_10150308670113211",-1,0,56176
"10150308670113211_18789335","92886373210_10150308670113211",-1,0,60437
"10150308670113211_18789442","92886373210_10150308670113211",-1,0,87276
"10150308670113211_18789706","92886373210_10150308670113211",-1,0,168941
"10150308670113211_18789826","92886373210_10150308670113211",-1,0,22523
"10150308670113211_18789971","92886373210_10150308670113211",-1,1,32041
"10150308670113211_18790323","92886373210_10150308670113211",-1,0,79129
"10150308670113211_18790660","92886373210_10150308670113211",-1,0,142776
"10150308670113211_18790857","92886373210_10150308670113211",-1,0,36861
"10150308670113211_18790857","92886373210_10150308670113211",-1,0,85272
"10150308670113211_18791118","92886373210_10150308670113211",-1,0,120467
"10150308670113211_18791205","92886373210_10150308670113211",-1,0,66618
"10150308670113211_18791329","92886373210_10150308670113211",-1,0,20801
"10150308670113211_18792107","92886373210_10150308670113211",-1,0,127684
"10150308670113211_18793043","92886373210_10150308670113211",-1,0,167654
"10150308670113211_18793463","92886373210_10150308670113211",-1,0,129440
"10150308670113211_18793794","92886373210_10150308670113211",-1,0,109656
"10150308670113211_18800061","92886373210_10150308670113211",-1,0,128878
"10150308670113211_18803583","92886373210_10150308670113211",-1,0,170053
"10150324095068211_19011812","92886373210_10150324095068211",-1,0,32783
"10150324095068211_19011818","92886373210_10150324095068211",-1,0,139693
"10150324095068211_19011819","92886373210_10150324095068211",-1,0,112859
"10150324095068211_19011822","92886373210_10150324095068211",-1,0,48991
"10150324095068211_19011826","92886373210_10150324095068211",-1,0,102787
"10150324095068211_19011827","92886373210_10150324095068211",-1,0,46147
"10150324095068211_19011836","92886373210_10150324095068211",-1,0,55865
"10150324095068211_19011837","92886373210_10150324095068211",-1,0,80291
"10150324095068211_19011837","92886373210_10150324095068211",-1,1,42372
"10150324095068211_19011838","92886373210_10150324095068211",-1,0,122052
"10150324095068211_19011840","92886373210_10150324095068211",-1,0,19306
"10150324095068211_19011846","92886373210_10150324095068211",-1,0,74563
"10150324095068211_19011847","92886373210_10150324095068211",-1,0,13431
"10150324095068211_19011848","92886373210_10150324095068211",-1,0,27750
"10150324095068211_19011848","92886373210_10150324095068211",-1,1,140871
"10150324095068211_19011848","92886373210_10150324095068211",-1,2,148227
"10150324095068211_19011850","92886373210_10150324095068211",-1,0,115195
"10150324095068211_19011853","92886373210_10150324095068211",-1,0,23102
"10150324095068211_19011856","92886373210_10150324095068211",-1,0,160733
"10150324095068211_19011866","92886373210_10150324095068211",-1,0,162377
"10150324095068211_19011867","92886373210_10150324095068211",-1,0,32925
"10150324095068211_19011869","92886373210_10150324095068211",-1,0,115557
"10150324095068211_19011882","92886373210_10150324095068211",-1,0,46921
"10150324095068211_19011884","92886373210_10150324095068211",-1,0,69251
"10150324095068211_19011886","92886373210_10150324095068211",-1,0,108897
"10150324095068211_19011887","92886373210_10150324095068211",-1,0,85516
"10150324095068211_19011887","92886373210_10150324095068211",-1,1,87332
"10150324095068211_19011888","92886373210_10150324095068211",-1,0,134768
"10150324095068211_19011893","92886373210_10150324095068211",-1,0,124664
"10150324095068211_19011894","92886373210_10150324095068211",-1,0,164759
"10150324095068211_19011895","92886373210_10150324095068211",-1,0,17128
"10150324095068211_19011896","92886373210_10150324095068211",-1,0,173452
"10150324095068211_19011898","92886373210_10150324095068211",-1,0,110637
"10150324095068211_19011900","92886373210_10150324095068211",-1,0,86677
"10150324095068211_19011902","92886373210_10150324095068211",-1,0,132151
"10150324095068211_19011903","92886373210_10150324095068211",-1,0,34532
"10150324095068211_19011904","92886373210_10150324095068211",-1,0,91876
"10150324095068211_19011904","92886373210_10150324095068211",-1,0,104160
"10150324095068211_19011905","92886373210_10150324095068211",-1,0,73662
"10150324095068211_19011906","92886373210_10150324095068211",-1,0,70922
"10150324095068211_19011910","92886373210_10150324095068211",-1,0,129489
"10150324095068211_19011917","92886373210_10150324095068211",-1,0,10680
"10150324095068211_19011921","92886373210_10150324095068211",-1,0,106783
"10150324095068211_19011922","92886373210_10150324095068211",-1,0,22924
"10150324095068211_19011923","92886373210_10150324095068211",-1,0,76120
"10150324095068211_19011927","92886373210_10150324095068211",-1,0,122656
"10150324095068211_19011931","92886373210_10150324095068211",-1,0,84652
"10150324095068211_19011932","92886373210_10150324095068211",-1,0,165472
"10150324095068211_19011938","92886373210_10150324095068211",-1,0,33330
"10150324095068211_19011939","92886373210_10150324095068211",-1,0,121075
"10150324095068211_19011944","92886373210_10150324095068211",-1,0,71386
"10150324095068211_19011945","92886373210_10150324095068211",-1,0,161598
"10150324095068211_19011946","92886373210_10150324095068211",-1,0,102487
"10150324095068211_19011950","92886373210_10150324095068211",-1,0,76519
"10150324095068211_19011955","92886373210_10150324095068211",-1,0,101019
"10150324095068211_19011956","92886373210_10150324095068211",-1,0,139976
"10150324095068211_19011959","92886373210_10150324095068211",-1,0,156922
"10150324095068211_19011961","92886373210_10150324095068211",-1,0,18075
"10150324095068211_19011961","92886373210_10150324095068211",-1,0,59125
"10150324095068211_19011963","92886373210_10150324095068211",-1,0,80524
"10150324095068211_19011967","92886373210_10150324095068211",-1,0,124929
"10150324095068211_19011968","92886373210_10150324095068211",-1,0,70643
"10150324095068211_19011973","92886373210_10150324095068211",-1,0,53499
"10150324095068211_19011975","92886373210_10150324095068211",-1,0,136080
"10150324095068211_19011978","92886373210_10150324095068211",-1,0,149296
"10150324095068211_19011982","92886373210_10150324095068211",-1,0,62757
"10150324095068211_19011983","92886373210_10150324095068211",-1,0,21560
"10150324095068211_19011988","92886373210_10150324095068211",-1,0,70414
"10150324095068211_19011989","92886373210_10150324095068211",-1,0,28471
"10150324095068211_19011989","92886373210_10150324095068211",-1,0,131696
"10150324095068211_19011992","92886373210_10150324095068211",-1,0,72482
"10150324095068211_19011994","92886373210_10150324095068211",-1,0,37953
"10150324095068211_19012001","92886373210_10150324095068211",-1,0,89660
"10150324095068211_19012008","92886373210_10150324095068211",-1,0,134135
"10150324095068211_19012009","92886373210_10150324095068211",-1,0,90635
"10150324095068211_19012012","92886373210_10150324095068211",-1,0,142372
"10150324095068211_19012014","92886373210_10150324095068211",-1,0,37827
"10150324095068211_19012016","92886373210_10150324095068211",-1,0,72289
"10150324095068211_19012018","92886373210_10150324095068211",-1,0,65886
"10150324095068211_19012019","92886373210_10150324095068211",-1,0,146737
"10150324095068211_19012029","92886373210_10150324095068211",-1,0,173874
"10150324095068211_19012031","92886373210_10150324095068211",-1,0,38452
"10150324095068211_19012033","92886373210_10150324095068211",-1,0,159469
"10150324095068211_19012034","92886373210_10150324095068211",-1,0,69929
"10150324095068211_19012035","92886373210_10150324095068211",-1,0,138830
"10150324095068211_19012036","92886373210_10150324095068211",-1,0,55727
"10150324095068211_19012038","92886373210_10150324095068211",-1,0,143055
"10150324095068211_19012041","92886373210_10150324095068211",-1,0,131547
"10150324095068211_19012042","92886373210_10150324095068211",-1,0,134230
"10150324095068211_19012044","92886373210_10150324095068211",-1,0,81238
"10150324095068211_19012047","92886373210_10150324095068211",-1,0,23012
"10150324095068211_19012049","92886373210_10150324095068211",-1,0,47406
"10150324095068211_19012053","92886373210_10150324095068211",-1,0,105541
"10150324095068211_19012058","92886373210_10150324095068211",-1,0,80230
"10150324095068211_19012059","92886373210_10150324095068211",-1,0,44588
"10150324095068211_19012060","92886373210_10150324095068211",-1,0,58945
"10150324095068211_19012060","92886373210_10150324095068211",-1,0,71471
"10150324095068211_19012060","92886373210_10150324095068211",-1,0,142943
"10150324095068211_19012061","92886373210_10150324095068211",-1,0,142881
"10150324095068211_19012062","92886373210_10150324095068211",-1,0,73066
"10150324095068211_19012069","92886373210_10150324095068211",-1,0,54838
"10150324095068211_19012070","92886373210_10150324095068211",-1,0,100861
"10150324095068211_19012071","92886373210_10150324095068211",-1,0,116213
"10150324095068211_19012076","92886373210_10150324095068211",-1,0,156502
"10150324095068211_19012078","92886373210_10150324095068211",-1,0,107110
"10150324095068211_19012081","92886373210_10150324095068211",-1,0,96566
"10150324095068211_19012085","92886373210_10150324095068211",-1,0,42680
"10150324095068211_19012087","92886373210_10150324095068211",-1,0,20722
"10150324095068211_19012089","92886373210_10150324095068211",-1,0,82724
"10150324095068211_19012097","92886373210_10150324095068211",-1,0,50099
"10150324095068211_19012101","92886373210_10150324095068211",-1,0,132820
"10150324095068211_19012107","92886373210_10150324095068211",-1,0,87810
"10150324095068211_19012113","92886373210_10150324095068211",-1,0,157328
"10150324095068211_19012118","92886373210_10150324095068211",-1,0,99496
"10150324095068211_19012120","92886373210_10150324095068211",-1,0,151013
"10150324095068211_19012126","92886373210_10150324095068211",-1,0,84627
"10150324095068211_19012128","92886373210_10150324095068211",-1,0,11345
"10150324095068211_19012133","92886373210_10150324095068211",-1,0,113668
"10150324095068211_19012136","92886373210_10150324095068211",-1,0,154007
"10150324095068211_19012143","92886373210_10150324095068211",-1,0,43170
"10150324095068211_19012143","92886373210_10150324095068211",-1,0,66192
"10150324095068211_19012144","92886373210_10150324095068211",-1,0,119156
"10150324095068211_19012145","92886373210_10150324095068211",-1,0,127573
"10150324095068211_19012150","92886373210_10150324095068211",-1,0,17518
"10150324095068211_19012154","92886373210_10150324095068211",-1,0,133497
"10150324095068211_19012157","92886373210_10150324095068211",-1,0,55630
"10150324095068211_19012159","92886373210_10150324095068211",-1,0,145712
"10150324095068211_19012166","92886373210_10150324095068211",-1,0,167652
"10150324095068211_19012171","92886373210_10150324095068211",-1,0,41499
"10150324095068211_19012173","92886373210_10150324095068211",-1,0,108164
"10150324095068211_19012176","92886373210_10150324095068211",-1,0,173927
"10150324095068211_19012181","92886373210_10150324095068211",-1,0,25058
"10150324095068211_19012184","92886373210_10150324095068211",-1,0,142528
"10150324095068211_19012187","92886373210_10150324095068211",-1,0,29342
"10150324095068211_19012198","92886373210_10150324095068211",-1,0,83807
"10150324095068211_19012206","92886373210_10150324095068211",-1,0,95316
"10150324095068211_19012210","92886373210_10150324095068211",-1,0,33135
"10150324095068211_19012212","92886373210_10150324095068211",-1,0,149227
"10150324095068211_19012213","92886373210_10150324095068211",-1,0,48156
"10150324095068211_19012215","92886373210_10150324095068211",-1,0,91245
"10150324095068211_19012219","92886373210_10150324095068211",-1,0,73659
"10150324095068211_19012222","92886373210_10150324095068211",-1,0,172302
"10150324095068211_19012227","92886373210_10150324095068211",-1,0,117936
"10150324095068211_19012228","92886373210_10150324095068211",-1,0,88203
"10150324095068211_19012233","92886373210_10150324095068211",-1,0,166390
"10150324095068211_19012236","92886373210_10150324095068211",-1,0,37974
"10150324095068211_19012237","92886373210_10150324095068211",-1,0,67961
"10150324095068211_19012242","92886373210_10150324095068211",-1,0,66552
"10150324095068211_19012246","92886373210_10150324095068211",-1,0,97382
"10150324095068211_19012252","92886373210_10150324095068211",-1,0,156780
"10150324095068211_19012254","92886373210_10150324095068211",-1,0,47564
"10150324095068211_19012254","92886373210_10150324095068211",-1,0,125778
"10150324095068211_19012258","92886373210_10150324095068211",-1,0,84896
"10150324095068211_19012270","92886373210_10150324095068211",-1,0,40074
"10150324095068211_19012271","92886373210_10150324095068211",-1,0,38311
"10150324095068211_19012275","92886373210_10150324095068211",-1,0,116242
"10150324095068211_19012276","92886373210_10150324095068211",-1,0,139489
"10150324095068211_19012279","92886373210_10150324095068211",-1,0,88460
"10150324095068211_19012282","92886373210_10150324095068211",-1,0,39668
"10150324095068211_19012282","92886373210_10150324095068211",-1,0,74179
"10150324095068211_19012288","92886373210_10150324095068211",-1,0,103751
"10150324095068211_19012298","92886373210_10150324095068211",-1,0,116010
"10150324095068211_19012301","92886373210_10150324095068211",-1,0,57188
"10150324095068211_19012304","92886373210_10150324095068211",-1,0,146285
"10150324095068211_19012307","92886373210_10150324095068211",-1,0,33653
"10150324095068211_19012311","92886373210_10150324095068211",-1,0,119011
"10150324095068211_19012313","92886373210_10150324095068211",-1,0,106369
"10150324095068211_19012317","92886373210_10150324095068211",-1,0,25474
"10150324095068211_19012324","92886373210_10150324095068211",-1,0,10134
"10150324095068211_19012330","92886373210_10150324095068211",-1,0,33007
"10150324095068211_19012334","92886373210_10150324095068211",-1,0,61216
"10150324095068211_19012335","92886373210_10150324095068211",-1,0,39063
"10150324095068211_19012337","92886373210_10150324095068211",-1,0,16046
"10150324095068211_19012342","92886373210_10150324095068211",-1,0,53919
"10150324095068211_19012346","92886373210_10150324095068211",-1,0,108102
"10150324095068211_19012351","92886373210_10150324095068211",-1,0,110370
"10150324095068211_19012355","92886373210_10150324095068211",-1,0,170010
"10150324095068211_19012375","92886373210_10150324095068211",-1,0,69597
"10150324095068211_19012376","92886373210_10150324095068211",-1,0,73398
"10150324095068211_19012377","92886373210_10150324095068211",-1,0,37459
"10150324095068211_19012381","92886373210_10150324095068211",-1,0,163481
"10150324095068211_19012382","92886373210_10150324095068211",-1,0,32634
"10150324095068211_19012384","92886373210_10150324095068211",-1,0,142849
"10150324095068211_19012388","92886373210_10150324095068211",-1,0,50121
"10150324095068211_19012389","92886373210_10150324095068211",-1,0,171429
"10150324095068211_19012390","92886373210_10150324095068211",-1,0,90457
"10150324095068211_19012394","92886373210_10150324095068211",-1,0,62539
"10150324095068211_19012396","92886373210_10150324095068211",-1,0,84847
"10150324095068211_19012403","92886373210_10150324095068211",-1,0,174216
"10150324095068211_19012412","92886373210_10150324095068211",-1,0,125610
"10150324095068211_19012416","92886373210_10150324095068211",-1,0,34226
"10150324095068211_19012418","92886373210_10150324095068211",-1,0,86223
"10150324095068211_19012419","92886373210_10150324095068211",-1,0,149667
"10150324095068211_19012428","92886373210_10150324095068211",-1,0,84918
"10150324095068211_19012431","92886373210_10150324095068211",-1,0,57842
"10150324095068211_19012435","92886373210_10150324095068211",-1,0,142452
"10150324095068211_19012436","92886373210_10150324095068211",-1,0,26556
"10150324095068211_19012437","92886373210_10150324095068211",-1,0,17460
"10150324095068211_19012445","92886373210_10150324095068211",-1,0,50567
"10150324095068211_19012447","92886373210_10150324095068211",-1,0,172889
"10150324095068211_19012451","92886373210_10150324095068211",-1,0,126981
"10150324095068211_19012460","92886373210_10150324095068211",-1,0,152752
"10150324095068211_19012461","92886373210_10150324095068211",-1,0,156573
"10150324095068211_19012466","92886373210_10150324095068211",-1,0,90141
"10150324095068211_19012468","92886373210_10150324095068211",-1,0,69370
"10150324095068211_19012476","92886373210_10150324095068211",-1,0,65995
"10150324095068211_19012478","92886373210_10150324095068211",-1,0,60074
"10150324095068211_19012480","92886373210_10150324095068211",-1,0,160978
"10150324095068211_19012481","92886373210_10150324095068211",-1,0,90158
"10150324095068211_19012485","92886373210_10150324095068211",-1,0,72004
"10150324095068211_19012486","92886373210_10150324095068211",-1,0,79791
"10150324095068211_19012488","92886373210_10150324095068211",-1,0,84787
"10150324095068211_19012493","92886373210_10150324095068211",-1,0,164797
